,Unnamed: 0,alias,categories,coordinates,display_phone,distance,id,image_url,is_closed,location,name,phone,price,rating,review_count,transactions,url
553,553,madison-corner-new-york,"[{'alias': 'delis', 'title': 'Delis'}]","{'latitude': 40.7127523359304, 'longitude': -73.9901271805293}",,1517.1111984953213,hG9NskwqGiW_dhYD1A63wQ,https://s3-media1.fl.yelpcdn.com/bphoto/WAuv1oeZEGoPOYPmMRzIVg/o.jpg,False,"{'address1': '197 Madison St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['197 Madison St', 'New York, NY 10002']}",Madison Corner,,1,3.0,2,"['pickup', 'delivery']",https://www.yelp.com/biz/madison-corner-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
554,554,food-shing-new-york,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.713611, 'longitude': -73.997528}",(212) 219-8223,995.2036714600348,BsjtLd2sBV9Kg7YZ7sRq_A,https://s3-media2.fl.yelpcdn.com/bphoto/1Baw0avSM85YwSR-Avw7zg/o.jpg,False,"{'address1': '2 E Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['2 E Broadway', 'New York, NY 10038']}",Food Shing,12122198223.0,1,3.5,40,[],https://www.yelp.com/biz/food-shing-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
555,555,iconic-cafe-new-york-7,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 40.7216776273675, 'longitude': -74.0048612964022}",(646) 838-5300,1473.0203144565646,SaXPPpupqhlaFUDVVAh0OA,https://s3-media2.fl.yelpcdn.com/bphoto/57smOXjtlg-q77KeJwQNEw/o.jpg,False,"{'address1': '385 Canal St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['385 Canal St', 'New York, NY 10013']}",Iconic Cafe,16468385300.0,1,3.5,8,"['pickup', 'delivery']",https://www.yelp.com/biz/iconic-cafe-new-york-7?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
556,556,ak-us-group-new-york,"[{'alias': 'cantonese', 'title': 'Cantonese'}]","{'latitude': 40.717793, 'longitude': -73.99438}",(212) 334-3535,1494.1434716271692,DFxb7lZrcIHZ0ESK-0Zulg,https://s3-media4.fl.yelpcdn.com/bphoto/wP4k1yJq1kTbHlq9vH7djw/o.jpg,False,"{'address1': '95 Chrystie St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['95 Chrystie St', 'New York, NY 10002']}",AK US Group,12123343535.0,1,4.0,9,[],https://www.yelp.com/biz/ak-us-group-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
557,557,subway-new-york-76,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 40.70933, 'longitude': -74.00903}",(212) 571-4417,172.04563359273826,xVoy_j2M7KulKHs3NZLqLg,https://s3-media3.fl.yelpcdn.com/bphoto/XBrYo0HowL0frL9zaRbJDA/o.jpg,False,"{'address1': '21 Maiden Ln', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['21 Maiden Ln', 'New York, NY 10038']}",Subway,12125714417.0,1,2.5,20,"['pickup', 'delivery']",https://www.yelp.com/biz/subway-new-york-76?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
558,558,ashbys-new-york,"[{'alias': 'coffee', 'title': 'Coffee & Tea'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 40.7085915, 'longitude': -74.0108032}",(212) 513-0702,281.78720118473234,q3qdUSSnfxuvtD908HOmFA,https://s3-media2.fl.yelpcdn.com/bphoto/1U6LCMKRgmG_PwT8qVNMew/o.jpg,False,"{'address1': '120 Broadway', 'address2': 'Ste 230', 'address3': '', 'city': 'New York', 'zip_code': '10271', 'country': 'US', 'state': 'NY', 'display_address': ['120 Broadway', 'Ste 230', 'New York, NY 10271']}",Ashby's,12125130702.0,1,2.5,69,['pickup'],https://www.yelp.com/biz/ashbys-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
559,559,lilys-new-york-2,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.71211, 'longitude': -73.99806}",(212) 766-3336,878.1565921278641,hZPnCn69y31pkqy334tviQ,https://s3-media2.fl.yelpcdn.com/bphoto/X8auFB3yti8y24qwdvWakQ/o.jpg,False,"{'address1': '31 Oliver St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['31 Oliver St', 'New York, NY 10038']}",Lily's,12127663336.0,1,2.5,60,"['pickup', 'delivery']",https://www.yelp.com/biz/lilys-new-york-2?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
560,560,m-xx-cafe-new-york,"[{'alias': 'chinese', 'title': 'Chinese'}]","{'latitude': 40.7178732, 'longitude': -73.9952312}",(212) 226-7826,1449.2493668201682,V3_JuZUvgrS74Mdk2nEvkg,https://s3-media2.fl.yelpcdn.com/bphoto/mIZUsuk5PjtNkZOjOB9pNQ/o.jpg,False,"{'address1': '106 Bowery', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['106 Bowery', 'New York, NY 10013']}",M XX Cafe,12122267826.0,1,3.5,2,[],https://www.yelp.com/biz/m-xx-cafe-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
561,561,barnes-and-noble-cafe-new-york,"[{'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 40.7157803630162, 'longitude': -74.0119235513238}",,894.6461090547897,3os47dMq89VGTIsEJg9wuw,,False,"{'address1': '97 Warren St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['97 Warren St', 'New York, NY 10007']}",Barnes & Noble Cafe,,1,4.0,4,[],https://www.yelp.com/biz/barnes-and-noble-cafe-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
562,562,jalapeno-nyc-truck-new-york,"[{'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'foodstands', 'title': 'Food Stands'}]","{'latitude': 40.71455, 'longitude': -74.00714}",,482.4313818335682,EBYC58pYpiews_m_h9Dm-Q,,False,"{'address1': '', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '', 'country': 'US', 'state': 'NY', 'display_address': ['New York, NY']}",Jalapeno NYC Truck,,1,4.0,5,[],https://www.yelp.com/biz/jalapeno-nyc-truck-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
563,563,corte-cafe-new-york,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]","{'latitude': 40.7140584399693, 'longitude': -74.0036683165329}",(212) 766-3200,682.4905047821533,n9bXPyGv8gKrzPfAZ_p8nA,https://s3-media1.fl.yelpcdn.com/bphoto/69mYoQJfYe4kVaowZW_raw/o.jpg,False,"{'address1': '2 Lafayette St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['2 Lafayette St', 'New York, NY 10007']}",Corte Cafe,12127663200.0,1,2.0,41,"['pickup', 'delivery']",https://www.yelp.com/biz/corte-cafe-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
564,564,united-grocery-and-deli-new-york,"[{'alias': 'delis', 'title': 'Delis'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 40.72254, 'longitude': -74.00831}",(212) 334-3379,1557.0593218309489,TcemqdZ7uSNfXrHZnmNITw,https://s3-media4.fl.yelpcdn.com/bphoto/Uvt7t_PtyOhV4Q7bBURfNA/o.jpg,False,"{'address1': '177 Hudson St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10013', 'country': 'US', 'state': 'NY', 'display_address': ['177 Hudson St', 'New York, NY 10013']}",United Grocery & Deli,12123343379.0,1,2.5,9,[],https://www.yelp.com/biz/united-grocery-and-deli-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
565,565,express-power-lunch-new-york-2,"[{'alias': 'foodstands', 'title': 'Food Stands'}]","{'latitude': 40.70333, 'longitude': -74.01412}",,762.1688053400227,OsC75yVh1Fc0LusbaSRvSA,https://s3-media2.fl.yelpcdn.com/bphoto/ST8GjhJkeGBqsyoyo7pD9A/o.jpg,False,"{'address1': None, 'address2': '', 'address3': None, 'city': 'New York', 'zip_code': '10004', 'country': 'US', 'state': 'NY', 'display_address': ['New York, NY 10004']}",Express Power Lunch,,1,3.5,13,[],https://www.yelp.com/biz/express-power-lunch-new-york-2?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
566,566,bowery-burger-new-york,"[{'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 40.7237899, 'longitude': -73.9924827}",(212) 420-1320,2102.2614613218007,Has8djYC585IdrI9XGf8Dw,https://s3-media2.fl.yelpcdn.com/bphoto/fzL9nf53KA8sOQMfeOIIGg/o.jpg,False,"{'address1': '95 E Houston St', 'address2': '', 'address3': 'Whole Foods Market', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['95 E Houston St', 'Whole Foods Market', 'New York, NY 10002']}",Bowery Burger,12124201320.0,1,3.0,10,[],https://www.yelp.com/biz/bowery-burger-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
567,567,subway-new-york-341,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'hotdogs', 'title': 'Fast Food'}]","{'latitude': 40.71012, 'longitude': -74.0054399}",(212) 346-0964,231.53658513818482,uL9Pz4XTLmv9Rial9BKggw,https://s3-media3.fl.yelpcdn.com/bphoto/SRqV-Xr4vF2IpbeJvglHYw/o.jpg,False,"{'address1': '45 Beekman St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['45 Beekman St', 'New York, NY 10038']}",Subway,12123460964.0,1,2.5,13,"['pickup', 'delivery']",https://www.yelp.com/biz/subway-new-york-341?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
568,568,new-roma-pizza-new-york,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.71913, 'longitude': -73.98763}",(212) 533-7900,1985.1728749060967,TjBcuSY44U9Zn0YLcQfbgg,https://s3-media1.fl.yelpcdn.com/bphoto/PXWgb5LM-s11w2d-ybxAiw/o.jpg,False,"{'address1': '116 Delancey St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['116 Delancey St', 'New York, NY 10002']}",New Roma Pizza,12125337900.0,1,2.5,73,[],https://www.yelp.com/biz/new-roma-pizza-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
569,569,waloy-bakery-new-york,"[{'alias': 'restaurants', 'title': 'Restaurants'}]","{'latitude': 40.71354, 'longitude': -73.9948}",(212) 962-6375,1183.7359628765905,hsy7u1-SlaAGz6OGlJJnmA,https://s3-media1.fl.yelpcdn.com/bphoto/k8zp8PH9fh2n1zjq1zBshA/o.jpg,False,"{'address1': '67 E Broadway', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['67 E Broadway', 'New York, NY 10002']}",Waloy Bakery,12129626375.0,1,3.0,1,[],https://www.yelp.com/biz/waloy-bakery-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
570,570,mcdonalds-new-york-137,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'coffee', 'title': 'Coffee & Tea'}]","{'latitude': 40.71894, 'longitude': -73.98829}",(212) 529-9770,1965.2948903532777,0l-l2j5NAIqtychRNs17Dw,https://s3-media2.fl.yelpcdn.com/bphoto/BwW5cLYvzgRNWPAENzom-Q/o.jpg,False,"{'address1': '114 Delancey St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['114 Delancey St', 'New York, NY 10002']}",McDonald's,12125299770.0,1,2.0,82,[],https://www.yelp.com/biz/mcdonalds-new-york-137?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
571,571,the-skyline-gourmet-brooklyn,"[{'alias': 'delis', 'title': 'Delis'}]","{'latitude': 40.69203, 'longitude': -73.98614}",(718) 522-1963,2558.595461300315,C4HzdfHGLxKpn1JCNxO4Qw,https://s3-media1.fl.yelpcdn.com/bphoto/1rNlr3DJ6drJPDGttWpQ9w/o.jpg,False,"{'address1': '64 Willoughby St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['64 Willoughby St', 'Brooklyn, NY 11201']}",The Skyline Gourmet,17185221963.0,1,3.0,28,"['pickup', 'delivery']",https://www.yelp.com/biz/the-skyline-gourmet-brooklyn?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
572,572,dumbo-grillo-new-york,"[{'alias': 'streetvendors', 'title': 'Street Vendors'}, {'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 40.7033378630877, 'longitude': -73.9876735210419}",,1779.9151522204816,CnvuyUUMomn9qyQp5VRoqA,https://s3-media3.fl.yelpcdn.com/bphoto/tIeVLnW8-khcrES51dIpDg/o.jpg,False,"{'address1': '58 Pearl St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['58 Pearl St', 'New York, NY 11201']}",Dumbo Grillo,,1,3.5,3,[],https://www.yelp.com/biz/dumbo-grillo-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
573,573,chimi-monumental-brooklyn,"[{'alias': 'dominican', 'title': 'Dominican'}, {'alias': 'foodtrucks', 'title': 'Food Trucks'}]","{'latitude': 40.680478, 'longitude': -73.883698}",(347) 205-5944,10875.494792079042,mmSxFeASW_yJekxZgERaJw,https://s3-media1.fl.yelpcdn.com/bphoto/MoDmBTV6KlNTdrDVZS0IWQ/o.jpg,False,"{'address1': '3007 Fulton St', 'address2': None, 'address3': '', 'city': 'Brooklyn', 'zip_code': '11208', 'country': 'US', 'state': 'NY', 'display_address': ['3007 Fulton St', 'Brooklyn, NY 11208']}",Chimi Monumental,13472055944.0,1,3.5,2,[],https://www.yelp.com/biz/chimi-monumental-brooklyn?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
574,574,burrito-house-new-york,"[{'alias': 'mexican', 'title': 'Mexican'}]","{'latitude': 40.7157417, 'longitude': -74.0070872}",(212) 962-5287,803.7043999685675,kyt5EC3xRiX7TxYZhjEbvw,https://s3-media3.fl.yelpcdn.com/bphoto/iMOKmZB6lMCI-UH9WL7aBw/o.jpg,False,"{'address1': '189 Church St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['189 Church St', 'New York, NY 10007']}",Burrito House,12129625287.0,1,2.0,39,"['pickup', 'delivery']",https://www.yelp.com/biz/burrito-house-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
575,575,yossis-cart-brooklyn,"[{'alias': 'foodstands', 'title': 'Food Stands'}]","{'latitude': 40.69254, 'longitude': -73.99101}",,2248.2726733905365,-_S0v-bHKi82LH_ZGGtmIA,,False,"{'address1': 'Corner of Court St & Joralemon St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['Corner of Court St & Joralemon St', 'Brooklyn, NY 11201']}",Yossi's Cart,,1,4.5,5,[],https://www.yelp.com/biz/yossis-cart-brooklyn?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
576,576,antonios-pizzeria-and-cafe-brooklyn,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.6929657361683, 'longitude': -73.9910462092274}",(718) 237-1700,2207.1701998978547,Lrcxd89UJFyLJ-bKFzpICw,https://s3-media2.fl.yelpcdn.com/bphoto/MM1v3MQi1_pZZxNkfrsq8w/o.jpg,False,"{'address1': '32 Court St', 'address2': '', 'address3': '', 'city': 'Brooklyn', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['32 Court St', 'Brooklyn, NY 11201']}",Antonio's Pizzeria & Cafe,17182371700.0,1,3.5,63,"['pickup', 'delivery']",https://www.yelp.com/biz/antonios-pizzeria-and-cafe-brooklyn?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
577,577,subway-new-york-360,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]","{'latitude': 40.71596, 'longitude': -74.00996}",(212) 577-6779,856.4696760359839,nT3rCBXEeORDUEj0rlWDUA,https://s3-media2.fl.yelpcdn.com/bphoto/fAOvbeERGjiW1vKr2vFf3A/o.jpg,False,"{'address1': '153 Chambers St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10007', 'country': 'US', 'state': 'NY', 'display_address': ['153 Chambers St', 'New York, NY 10007']}",Subway,12125776779.0,1,2.5,14,"['pickup', 'delivery']",https://www.yelp.com/biz/subway-new-york-360?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
578,578,savory-kitchen-new-york,"[{'alias': 'cantonese', 'title': 'Cantonese'}]","{'latitude': 40.7183113, 'longitude': -73.9946823}",(212) 219-2282,1515.9290823274139,Rb9M86u6jYQmX3ubZuP9jw,https://s3-media1.fl.yelpcdn.com/bphoto/EuECOxuD5lmq4Dc1GD7Few/o.jpg,False,"{'address1': '237 Grand St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['237 Grand St', 'New York, NY 10002']}",Savory Kitchen,12122192282.0,1,2.0,31,[],https://www.yelp.com/biz/savory-kitchen-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
579,579,99-cent-fresh-hot-pizza-new-york-2,"[{'alias': 'pizza', 'title': 'Pizza'}]","{'latitude': 40.6922610104084, 'longitude': -73.9868856221437}",(718) 797-3841,2498.2290319197386,WNmU-dQdH4KfFvkT991QDQ,https://s3-media2.fl.yelpcdn.com/bphoto/GwjXLszpVKKrG0yjny2_cA/o.jpg,False,"{'address1': '51 Willoughby St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '11201', 'country': 'US', 'state': 'NY', 'display_address': ['51 Willoughby St', 'New York, NY 11201']}",99 Cent Fresh Hot Pizza,17187973841.0,1,3.5,24,[],https://www.yelp.com/biz/99-cent-fresh-hot-pizza-new-york-2?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
580,580,wolly-rolls-new-york,"[{'alias': 'newamerican', 'title': 'American (New)'}]","{'latitude': 40.718342, 'longitude': -73.98951}",,1849.8795859120685,IFcGHhG3xflTyISZtMFe2Q,,False,"{'address1': '87 Ludlow St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['87 Ludlow St', 'New York, NY 10002']}",Wolly Rolls,,1,5.0,1,[],https://www.yelp.com/biz/wolly-rolls-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
581,581,big-hing-wong-new-york-2,"[{'alias': 'chinese', 'title': 'Chinese'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'soup', 'title': 'Soup'}]","{'latitude': 40.71761, 'longitude': -73.99168}",(212) 925-1662,1665.9374218466992,d74O9YD3anZwYmanGzRmJA,https://s3-media3.fl.yelpcdn.com/bphoto/OX_FS63UvQkTC-BGHVSoRg/o.jpg,False,"{'address1': '300 Grand St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['300 Grand St', 'New York, NY 10002']}",Big Hing Wong,12129251662.0,1,3.0,29,[],https://www.yelp.com/biz/big-hing-wong-new-york-2?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
582,582,nuts-4-nuts-cart-new-york,"[{'alias': 'foodstands', 'title': 'Food Stands'}]","{'latitude': 40.7113963439617, 'longitude': -74.0086276390518}",,335.5796548460968,ADAF1yqLrVcXXPU6eA3PYg,,False,"{'address1': 'Corner of Ann St & Park Row', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10038', 'country': 'US', 'state': 'NY', 'display_address': ['Corner of Ann St & Park Row', 'New York, NY 10038']}",Nuts 4 Nuts Cart,,1,4.0,1,[],https://www.yelp.com/biz/nuts-4-nuts-cart-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
583,583,east-village-finest-deli-new-york,"[{'alias': 'grocery', 'title': 'Grocery'}, {'alias': 'delis', 'title': 'Delis'}]","{'latitude': 40.7232246, 'longitude': -73.9828026}",(212) 260-8200,2628.1917079808873,QqVpY9s282CN-VP3zlJcQw,https://s3-media3.fl.yelpcdn.com/bphoto/9GEotlvFDPNfwugV1c-PJQ/o.jpg,False,"{'address1': '50 Avenue B', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['50 Avenue B', 'New York, NY 10009']}",East Village Finest Deli,12122608200.0,1,3.5,11,"['pickup', 'delivery']",https://www.yelp.com/biz/east-village-finest-deli-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
584,584,little-gios-pizza-new-york,"[{'alias': 'pizza', 'title': 'Pizza'}, {'alias': 'italian', 'title': 'Italian'}]","{'latitude': 40.7237, 'longitude': -73.9878}",(212) 477-8020,2352.6274745606224,eAysMGEx-ZreJSkebmwoSg,https://s3-media2.fl.yelpcdn.com/bphoto/vZjcotO1ygDPW8kGT1gP8Q/o.jpg,False,"{'address1': '26 1st Ave', 'address2': None, 'address3': '', 'city': 'New York', 'zip_code': '10009', 'country': 'US', 'state': 'NY', 'display_address': ['26 1st Ave', 'New York, NY 10009']}",Little Gio's Pizza,12124778020.0,1,3.5,24,"['pickup', 'delivery']",https://www.yelp.com/biz/little-gios-pizza-new-york?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
585,585,burger-king-new-york-53,"[{'alias': 'hotdogs', 'title': 'Fast Food'}, {'alias': 'burgers', 'title': 'Burgers'}]","{'latitude': 40.7184633, 'longitude': -73.9866258}",(212) 777-9522,2058.2792053315425,DG3Ze4-Rj7JieKBEryV0EA,https://s3-media1.fl.yelpcdn.com/bphoto/oi2m0ddfIdnB2MLDA4i-bw/o.jpg,False,"{'address1': '146 Delancey St', 'address2': '', 'address3': '', 'city': 'New York', 'zip_code': '10002', 'country': 'US', 'state': 'NY', 'display_address': ['146 Delancey St', 'New York, NY 10002']}",Burger King,12127779522.0,1,2.5,17,[],https://www.yelp.com/biz/burger-king-new-york-53?adjust_creative=tE7T-Ahc0yXhWwmHIrO-Gg&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=tE7T-Ahc0yXhWwmHIrO-Gg
